audience1,audience2,audience3,audience4,contributor1id,contributor1name,contributor1role,contributor2id,contributor2name,contributor2role,contributor3id,contributor3name,contributor3role,contributor4id,contributor4name,contributor4role,creator1id,creator1name,format1,language1,licenseCondition1,publicationType1,publicationVersion1,publishDate1,publisher1,publisher2,repoName,resourceIdentifier1,resourceIdentifier2,source1,source2,subject10key,subject10value,subject11key,subject11value,subject12key,subject12value,subject13key,subject13value,subject14key,subject14value,subject15key,subject15value,subject16key,subject16value,subject17key,subject17value,subject18key,subject18value,subject19key,subject19value,subject1key,subject1value,subject20key,subject20value,subject2key,subject2value,subject3key,subject3value,subject4key,subject4value,subject5key,subject5value,subject6key,subject6value,subject7key,subject7value,subject8key,subject8value,subject9key,subject9value,title1
students,researchers,teachers,generalPublic,2022077,ROBERTO ZAVALA MALDONADO,asesorTesis,,,,,,,,,,960206,ROMAN DE LA CRUZ MORALES,application/pdf,spa,http://creativecommons.org/licenses/by-nc-sa/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2016-08,Centro de Investigaciones y Estudios Superiores en Antropología Social,,REPOSITORIO INSTITUCIONAL DEL CIESAS,http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/464,,Recurso impreso recurso electrónico,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LC/1. Zoque - Verbos. 2. Zoque - Gramática. 3. Zoque - Fonología y pronunciación. 4. Gramática comparada y general - Construcciones subordinadas.,1. Zoque - Verbos. 2. Zoque - Gramática. 3. Zoque - Fonología y pronunciación. 4. Gramática comparada y general - Construcciones subordinadas.,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/57,LINGÜÍSTICA,info:eu-repo/classification/cti/5701,LINGÜÍSTICA APLICADA,info:eu-repo/classification/cti/570111,ENSEÑANZA DE LENGUAS,,,,,,,,,Construcciones con predicados seriales en zoque de Ocotepec Chiapas: estructura semántica y gramaticalización.
students,researchers,teachers,generalPublic,2025045,MARIA REGINA MARTINEZ CASAS,asesorTesis,,,,,,,,,,974055,TOLEDA MARTINEZ JIMENEZ,application/pdf,spa,http://creativecommons.org/licenses/by-nc-sa/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2016-08,Centro de Investigaciones y Estudios Superiores en Antropología Social,,REPOSITORIO INSTITUCIONAL DEL CIESAS,http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/466,,Recurso impreso recurso electrónico,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LC/1. Mixe - Gramática. 2. Mixe - Aspectos sociales - México - Oaxaca. 3. Socialización - México - Oaxaca. 4. Niños - Lenguaje.,1. Mixe - Gramática. 2. Mixe - Aspectos sociales - México - Oaxaca. 3. Socialización - México - Oaxaca. 4. Niños - Lenguaje.,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/57,LINGÜÍSTICA,info:eu-repo/classification/cti/5701,LINGÜÍSTICA APLICADA,info:eu-repo/classification/cti/570111,ENSEÑANZA DE LENGUAS,,,,,,,,,Características del Habla Dirigida a Niños y otros procesos de socialización de lenguaje en el mixe. Un estudio de caso en Cuatro Palos Tamazulápam Oaxaca.
students,researchers,teachers,generalPublic,2202084,MARIO ERNESTO CHAVEZ PEON HERRERO,asesorTesis,,,,,,,,,,955737,ANGELICA AGUSTIN DIEGO,application/pdf,spa,http://creativecommons.org/licenses/by-nc-sa/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2016-02,Centro de Investigaciones y Estudios Superiores en Antropología Social,,REPOSITORIO INSTITUCIONAL DEL CIESAS,http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/468,,Recurso impreso recurso electrónico,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LC/1. Purépecha - Fonología. 2. Tarasco (idioma) - Fonología. 3. Tarasco (idioma) - Morfología. 4. Indios de México - Michoacán - Lenguas.,1. Purépecha - Fonología. 2. Tarasco (idioma) - Fonología. 3. Tarasco (idioma) - Morfología. 4. Indios de México - Michoacán - Lenguas.,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/57,LINGÜÍSTICA,info:eu-repo/classification/cti/5701,LINGÜÍSTICA APLICADA,info:eu-repo/classification/cti/570111,ENSEÑANZA DE LENGUAS,,,,,,,,,Fonología y procesos morfo-fonológicos del P'urhépecha de San Luis Tsuren
students,researchers,teachers,generalPublic,2301625,ELADIO MATEO TOLEDO,asesorTesis,,,,,,,,,,990533,ADELA JUAREZ ESTEBAN,application/pdf,spa,http://creativecommons.org/licenses/by-nc-sa/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2016-08,Centro de Investigaciones y Estudios Superiores en Antropología Social,,REPOSITORIO INSTITUCIONAL DEL CIESAS,http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/473,,Recurso impreso recurso electrónico,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LC/1. Morfología. 2. Lengua totonaca. 3. Fonética - Totonaco. 4. Totonaco - Variación. 5. Gramática comparada y general - Morfología.,1. Morfología. 2. Lengua totonaca. 3. Fonética - Totonaco. 4. Totonaco - Variación. 5. Gramática comparada y general - Morfología.,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/57,LINGÜÍSTICA,info:eu-repo/classification/cti/5701,LINGÜÍSTICA APLICADA,info:eu-repo/classification/cti/570111,ENSEÑANZA DE LENGUAS,,,,,,,,,Los predicados complejos en el totonaco de Tuxtla Puebla.
students,researchers,teachers,generalPublic,2025045,MARIA REGINA MARTINEZ CASAS,asesorTesis,,,,,,,,,,974373,ALEJANDRA MENTADO BASILIO,application/pdf,spa,http://creativecommons.org/licenses/by-nc-sa/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2016,Centro de Investigaciones y Estudios Superiores en Antropología Social,,REPOSITORIO INSTITUCIONAL DEL CIESAS,http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/474,,Recurso impreso recurso electrónico,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LC/1. Cortesía (lingüística). 2. Mephaa - Estudio y enseñanza - Ahuixotitla Guerrero. 3. Lengua tlapaneca - Estudio y enseñanza.,1. Cortesía (lingüística). 2. Mephaa - Estudio y enseñanza - Ahuixotitla Guerrero. 3. Lengua tlapaneca - Estudio y enseñanza.,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/57,LINGÜÍSTICA,info:eu-repo/classification/cti/5701,LINGÜÍSTICA APLICADA,info:eu-repo/classification/cti/570111,ENSEÑANZA DE LENGUAS,,,,,,,,,Saludar en me?1phaa1 : Análisis lingüísticos de interacciones sociales en Ahuixotitla Guerrero.
students,researchers,teachers,generalPublic,2022077,ROBERTO ZAVALA MALDONADO,asesorTesis,,,,,,,,,,980189,ERNESTO RAMIREZ MUÑOZ,application/pdf,spa,http://creativecommons.org/licenses/by-nc-sa/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2016-08,Centro de Investigaciones y Estudios Superiores en Antropología Social,,REPOSITORIO INSTITUCIONAL DEL CIESAS,http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/476,,Recurso impreso recurso electrónico,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LC/1. Zoque - Gramática. 2. Zoque - Fonología y pronunciación. 3. Zoque - Lengua. 4. Gramática comparada y general - Oraciones. 5. Gramática comparada y general - Construcciones subordinadas.,1. Zoque - Gramática. 2. Zoque - Fonología y pronunciación. 3. Zoque - Lengua. 4. Gramática comparada y general - Oraciones. 5. Gramática comparada y general - Construcciones subordinadas.,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/57,LINGÜÍSTICA,info:eu-repo/classification/cti/5701,LINGÜÍSTICA APLICADA,info:eu-repo/classification/cti/570111,ENSEÑANZA DE LENGUAS,,,,,,,,,Oraciones de complemento en el zoque de Ocotepec Chiapas.
students,researchers,teachers,generalPublic,2019375,MARIA DE LOURDES DE LEON PASQUEL,asesorTesis,,,,,,,,,,960061,JAIME INOCENCIO CHI PECH,application/pdf,spa,http://creativecommons.org/licenses/by-nc-sa/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2016-06,Centro de Investigaciones y Estudios Superiores en Antropología Social,,REPOSITORIO INSTITUCIONAL DEL CIESAS,http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/492,,Recurso impreso recurso electrónico,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LC/1. Maya - Aspectos sociales - México - Quintana Roo. 2. Maya - Gramática. 3. Niños - Lenguaje.,1. Maya - Aspectos sociales - México - Quintana Roo. 2. Maya - Gramática. 3. Niños - Lenguaje.,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/57,LINGÜÍSTICA,info:eu-repo/classification/cti/5701,LINGÜÍSTICA APLICADA,info:eu-repo/classification/cti/570111,ENSEÑANZA DE LENGUAS,,,,,,,,,"Dinámicas bilingües en la socialización del Maya y el Español en niños de X-Pichil (Quintana Roo) en el contexto del desplazamiento del Maya"
librarians,students,researchers,generalPublic,,,,,,,,,,,,,848579,ERNESTO HERNANDEZ ANDRADE,application/pdf,spa,http://creativecommons.org/licenses/by-nc-sa/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/acceptedVersion,2011,CENTRO D EINVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,,REPOSITORIO INSTITUCIONAL DEL CIESAS,http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/496,,PUBLICACION IMPRESA,PUBLICACION ELECTRONICA,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LC/1.LINGUISTICA 2. ZAPOTECO-ESTUDIO Y ENSEÑANZA,1.LINGUISTICA 2. ZAPOTECO-ESTUDIO Y ENSEÑANZA,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/57,LINGÜÍSTICA,info:eu-repo/classification/cti/5703,GEOGRAFÍA LINGÜÍSTICA,,,,,,,,,,,CONTACTO DE DOS VARIEDADES LINGUISTICAS DEL ZAPOTECO EN LA COMUNIDAD DE SAN JUAN JALTEPEC YAVEO CHOAPAN OAX
students,researchers,teachers,generalPublic,2005802,TERESITA EUGENIA CARBO PEREZ,asesorTesis,,,,,,,,,,2046442,ERICA MARISOL SANDOVAL REBOLLO,application/pdf,spa,http://creativecommons.org/licenses/by-nc-sa/4.0,info:eu-repo/semantics/doctoralThesis,info:eu-repo/semantics/acceptedVersion,2011-06,Centro de Investigaciones y Estudios Superiores en Antropología Social,,REPOSITORIO INSTITUCIONAL DEL CIESAS,http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/509,,Recurso impreso recurso electrónico,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/LC/1. TRANSEXUALISMO - MEXICO - MEXICO (CIUDAD). 2. CAMBIO DE SEXO - MEXICO - MEXICO (CIUDAD). 3.  IDENTIDAD (PSICOLOGIA). 4. SEXO DIFERENCIAS DE (PSICOLOGIA). 5. TRASVESTISMO - ASPECTOS PSICOLOGICOS.,1. TRANSEXUALISMO - MEXICO - MEXICO (CIUDAD). 2. CAMBIO DE SEXO - MEXICO - MEXICO (CIUDAD). 3.  IDENTIDAD (PSICOLOGIA). 4. SEXO DIFERENCIAS DE (PSICOLOGIA). 5. TRASVESTISMO - ASPECTOS PSICOLOGICOS.,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/61,PSICOLOGÍA,info:eu-repo/classification/cti/6112,ESTUDIO PSICOLÓGICO DE TEMAS SOCIALES,info:eu-repo/classification/cti/611202,FENÓMENOS DE GRUPOS MINORITARIOS,,,,,,,,,LA CONVICCION ENCARNADA : UNA MIRADA SEMIOTICA A LAS VOCES Y RELATOS DE VIDA DE PERSONAS TRANSEXUALES Y TRANSGENERO EN LA CIUDAD DE MEXICO
generalPublic,,,,,Evangelista García Angélica Aremy,asesorTesis,,Nazar Beutelspacher Austreberta,asesorTesis,,Salvatierra Izaba Ernesto Benito,asesorTesis,,,,,Urbina Ballinas Yuridiana,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2012,,,Repositorio Institucional de ECOSUR,http://ecosur.repositorioinstitucional.mx/jspui/handle/1017/23,,,,info:eu-repo/classification/Tesauro/Betrothal,Betrothal,info:eu-repo/classification/Tesauro/Síndrome de inmunodeficiencia adquirida,Síndrome de inmunodeficiencia adquirida,info:eu-repo/classification/Tesauro/Acquired immune deficiency syndrome,Acquired immune deficiency syndrome,info:eu-repo/classification/Tesauro/Indicadores demográficos,Indicadores demográficos,info:eu-repo/classification/Tesauro/Demographic indicator,Demographic indicator,info:eu-repo/classification/Tesauro/Factores socioeconómicos,Factores socioeconómicos,info:eu-repo/classification/Tesauro/Socioeconomic factors,Socioeconomic factors,info:eu-repo/classification/Tesauro/Marginalidad social,Marginalidad social,info:eu-repo/classification/Tesauro/Marginality Social,Marginality Social,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/Tesauro/Conducta sexual,Conducta sexual,info:eu-repo/classification/cti/61,PSICOLOGÍA,info:eu-repo/classification/Tesauro/Sexual behavior,Sexual behavior,info:eu-repo/classification/Tesauro/Jóvenes,Jóvenes,info:eu-repo/classification/Tesauro/Youth,Youth,info:eu-repo/classification/Tesauro/Embarazo en adolescentes,Embarazo en adolescentes,info:eu-repo/classification/Tesauro/Teenage pregnancy,Teenage pregnancy,info:eu-repo/classification/Tesauro/Anticonceptivos,Anticonceptivos,info:eu-repo/classification/Tesauro/Contraceptives,Contraceptives,info:eu-repo/classification/Tesauro/Esponsales,Esponsales,Condiciones sociales y comportamientos sexuales de jóvenes rurales marginados en Chiapas
generalPublic,,,,,Bello Baltazar Eduardo,asesorTesis,,Estrada Lugo Erin I. J.,asesorTesis,,Nahed Toral José,asesorTesis,,,,,Salguero Echevarría Brenda,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2014,,,Repositorio Institucional de ECOSUR,http://ecosur.repositorioinstitucional.mx/jspui/handle/1017/47,,,,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/Tesauro/Ganadería orgánica,Ganadería orgánica,,,info:eu-repo/classification/Tesauro/Organic livestock,Organic livestock,info:eu-repo/classification/Tesauro/Leche orgánica,Leche orgánica,info:eu-repo/classification/Tesauro/Organic milk,Organic milk,info:eu-repo/classification/Tesauro/Análisis interpretativo,Análisis interpretativo,info:eu-repo/classification/Tesauro/Interpretative analysis,Interpretative analysis,info:eu-repo/classification/Tesauro/Antropología interpretativa,Antropología interpretativa,info:eu-repo/classification/Tesauro/Interpretive anthropology,Interpretive anthropology,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,Realidades en trence : matrices del conocimiento y directrices de su aplicación en un proyecto de transición a ganadería orgánica en Chiapas
generalPublic,,,,,Enríquez Rocha Paula Lidia,director,,Limón Aguirre Fernando,asesorTesis,,Villaseñor Gómez Laura Eugenia,asesorTesis,,,,,Yunes Jiménez Laila,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2015,,,Repositorio Institucional de ECOSUR,http://ecosur.repositorioinstitucional.mx/jspui/handle/1017/88,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/Tesauro/Aves;Conocimiento ecológico tradicional;Niñas;Niños;Manejo de vida silvestre;Ecología de aves;Aspectos culturales,Aves;Conocimiento ecológico tradicional;Niñas;Niños;Manejo de vida silvestre;Ecología de aves;Aspectos culturales,,,info:eu-repo/classification/Tesauro/Birds;Traditional ecological knowledge;Girls;Children;Wildlife management;Ecology of birds;Cultural aspects,Birds;Traditional ecological knowledge;Girls;Children;Wildlife management;Ecology of birds;Cultural aspects,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,,,,,,,,,,,La niñez y las aves de Playón de La Gloria y Tziscao Chiapas : una aproximación didáctica a su uso y conocimiento
generalPublic,,,,,Nahed Toral José,asesorTesis,,Parra Vázquez Manuel Roberto,asesorTesis,,García Barrios Luis Enrique,asesorTesis,,Ferguson Bruce G.,asesorTesis,,Aguilar Jiménez José Roberto,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,,,Repositorio Institucional de ECOSUR,http://ecosur.repositorioinstitucional.mx/jspui/handle/1017/103,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/Tesauro/Ganadería;Modo de vida;Economía doméstica rural;Ganadería orgánica,Ganadería;Modo de vida;Economía doméstica rural;Ganadería orgánica,,,info:eu-repo/classification/Tesauro/Livestock;Lifestyles;Home economics rural;Organic livestock,Livestock;Lifestyles;Home economics rural;Organic livestock,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,info:eu-repo/classification/cti/51,ANTROPOLOGÍA,,,,,,,,,,,Modos de vida y aproximación de sistemas ganaderos al estándar orgánico en Villaflores Chiapas
researchers,students,,,2388770,AMERICA ESPINOSA HERNANDEZ,asesorTesis,,,,,,,,,,927802,KARINA CASTAÑEDA GUERRERO,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2008-01-14,Posgrado de la Facultad de Psicología,,Repositorio Institucional NINIVE,Maestría en Psicología,http://ninive.uaslp.mx/jspui/handle/i/1714,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La pulsión pulsión de muerte
other,,,,2218113,CARLOS GERARDO GALINDO PÉREZ,asesorTesis,,,,,,,,,,900856,LAURENCIA JAIME RAMIREZ,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2008-04-09,Posgrado de la Facultad de Psicología,,Repositorio Institucional NINIVE,Maestría en Estudios Psicoanalíticos,http://ninive.uaslp.mx/jspui/handle/i/1772,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La función de la palabra en el psicoanálisis: un recorrido histórico
researchers,students,,,2218113,CARLOS GERARDO GALINDO PÉREZ,asesorTesis,,,,,,,,,,2597320,MARIA CRISTINA ORTEGA MARTINEZ,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2008-04-09,Posgrado de la Facultad de Psicología,,Repositorio Institucional NINIVE,Maestría en Estudios Psicoanalíticos,http://ninive.uaslp.mx/jspui/handle/i/1782,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El superyó en el caso de un joven de 21 años: los fenómenos como defensa o castigo del sadismo superyoico
researchers,students,,,,,,,,,,,,,,,942603,MARIA ALEJANDRA CAMACHO HERNANDEZ,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2013-09,Facultad de Psicología,,Repositorio Institucional NINIVE,http://ninive.uaslp.mx/jspui/handle/i/3188,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Prácticas de tutoría para la atención a la diversidad
researchers,students,,,,,,,,,,,,,,,936846,YANELI CRUZ GUILLEN,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2013-04,Facultad de Psicología,,Repositorio Institucional NINIVE,http://ninive.uaslp.mx/jspui/handle/i/3190,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Psicoeducación: Estrategia para aumentar la adherencia terapéutica para el control de peso en mujeres con obesidad
researchers,students,,,,,,,,,,,,,,,874217,DIANA ORALIA DE DIOS ESCALANTE,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2013-10,,,Repositorio Institucional NINIVE,http://ninive.uaslp.mx/jspui/handle/i/3192,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Las tecnologías del empoderamiento y la participación (TEP) en la educación superior y el docente como agente  educativo; una experiencia académica con las redes sociales (Facebook).
researchers,students,,,,,,,,,,,,,,,859636,GLORIA ELENA GOMEZ MARTINEZ,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2012-11,Facultad de Psicología,,Repositorio Institucional NINIVE,http://ninive.uaslp.mx/jspui/handle/i/3196,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Diseño y piloteo de la: prueba de evaluación narrativa (PEN) para niños de tres a doce años
researchers,students,,,,,,,,,,,,,,,868356,EUNICE AMOR GONZALEZ OCHOA,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2013-07,Facultad de Psicología,,Repositorio Institucional NINIVE,http://ninive.uaslp.mx/jspui/handle/i/3197,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Atención clínica psicoanalítica a mujeres diagnosticadas con pérdida gestacional. Procesos psíquicos desencadenados  durante el pasaje hospitalario
researchers,students,,,,,,,,,,,,,,,857778,KRISTIAN ALEJANDRA JASSO MILLAN,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2012-11,Facultad de Psicología,,Repositorio Institucional NINIVE,http://ninive.uaslp.mx/jspui/handle/i/3198,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Evaluación de una intervención para mejorar la adherencia terapéutica de diabéticos tipo 2
researchers,students,,,,,,,,,,,,,,,873677,MIRIAM GUADALUPE JASSO VAZQUEZ,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2013-07,Facultad de Psicología,,Repositorio Institucional NINIVE,http://ninive.uaslp.mx/jspui/handle/i/3199,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Aprendizaje colaborativo entre docentes. Una estrategia para el desarrollo de procesos inclusivos
