Title,File Name,Repo_name,creator,identifier,Date,language_correcto,Grado,Centro,Programa,Publisher,Subject Conacyt,Subject Conacyt 2,Tema - Especialización,Subject,Audience 1,Audience 2
Realizaciones novohispanas del teatro jesuita hagiográfico del Siglo de Oro,2006_arteaga_a.pdf,2006_arteaga_a.pdf,"Arteaga Martínez, Alejandro",1220,2006,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Hagiografía cristiana,Researchers,Students
Ajuste estructural y empleo precario: el caso de Costa Rica,2006_mora_m.pdf,2006_mora_m.pdf,"Mora S., Minor",1225,2006,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Ajuste estructural (Política económica),Researchers,Students
Juggernaut: la dimensión moderna de la religión en la sociedad del riesgo,2006_gaytn_f.pdf,2006_gaytan_f.pdf,"Gaytán Alcalá, Felipe",1227,2006,,Doctor en Sociología,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,,Religión y sociología,Researchers,Students
"De oportunidades y retos: los engranajes del comercio exterior de México, 1920-1950",2006_avella_i.pdf,2006_avella_i.pdf,"Avella Alaminos, Isabel",1229,2006,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,México,Researchers,Students
La biblioteca en la isla: para una lectura de la expresión americana de José Lezama Lima,2006_ugalde_s.pdf,2006_ugalde_s.pdf,"Ugalde Quintana, Sergio",1230,2006,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Lezama Lima, José",Researchers,Students
Varones al son de la migración: el papel de la migración internacional en la configuración de la/s masculinidad/es : estudio cualitativo en una localidad veracruzana y en Chicago,2006_rosas_ca.pdf,2006_rosas_ca.pdf,"Rosas Mujica, Carolina Alejandra",1232,2006,,Doctor en Estudios de Población,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Masculinidad,Researchers,Students
Caracterización semántica de términos que generan implicatura,2006_fernandez_g.pdf,2006_fernandez_g.pdf,"Fernández Ruiz, Graciela",1235,2006,,Doctor en Lingüística,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Español,Researchers,Students
La transitividad en construcciones oracionales constituidas por un verbo matriz y un objeto oracional subordinado introducido por que,2006_mora_a.pdf,2006_mora_a.pdf,"Mora Bustos, Armando",1236,2006,,Doctor en Lingüística,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Español,Researchers,Students
De la crónica al poema en prosa en México: un acercamiento a Manuel Gutiérrez Nájera y Ramón López Velarde,2006_garcia_c.pdf,2006_garcia_c.pdf,"García Ávila, Celene",1237,2006,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Gutiérrez Nájera, Manuel",Researchers,Students
Recursos teatrales en el fasto y la representación teatral en Nueva España en el siglo XVI,2006_rivera_oe.pdf,2006_rivera_oe.pdf,"Rivera Krakowska, Octavio Enrique",1239,2006,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Escenografia teatral,Researchers,Students
"Régimen oligárquico y transformación del sistema político: el caso de las élites conservadoras cordobesas de Argentina, 1890-1930",2006_moyano_je.pdf,2006_moyano_je.pdf,"Moyano, Javier Eduardo",1243,2006,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Conservadurismo,Researchers,Students
"Iconografía, historia y literatura de linaje del siglo XV español: elementos literarios de la muerte medieval",2006_romano_b.pdf,2006_romano_b.pdf,"Romano Hurtado, Berenice",1244,2006,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Literatura española,Researchers,Students
Estudio y edición crítica de Fervor de Buenos Aires,2006_cajero_a.pdf,2006_cajero_a.pdf,"Cajero, Antonio",1247,2006,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Borges, Jorge Luis",Researchers,Students
"Desamortización y reforma agraria: los pueblos del sur del Valle de Toluca, 1856-1930",2006_camacho_g.pdf,2006_camacho_g.pdf,"Camacho Pichardo, Gloria",1249,2006,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Reforma agraria,Researchers,Students
"El debate sobre la seguridad nacional en la república islámica de Irán durante el primer mandato del presidente Hojatoleslam Seyed Mohammed Khatami, 1997-2001",2006_mesa_l.pdf,2006_mesa_l.pdf,"Mesa Delmonte, Luis",1253,2006,,Doctor en Estudios de Asia y África,Centro de EStudios de Asia y África,,El Colegio de México A.C.,5,,Medio Oriente,Irán,Researchers,Students
"Ciencia, historia y razón política: el positivismo en Chile, 1860-1900",2006_moraga_fa.pdf,,"Moraga Valle, Fabio",1257,2006,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Filosofía chilena,Researchers,Students
La tradición oral del noreste de México: tres formas poético-narrativas,2006_zavala_m.pdf,2006_zavala_m.pdf,"Zavala Gómez del Campo, Mercedes",1261,2006,,Doctor en Letras Hispánicas,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Corridos y canciones mexicanas,Researchers,Students
Participación familiar en micronegocios en México,2006_roman_rp.pdf,2006_roman_rp.pdf,"Román Reyes, Rosa Patricia",1262,2006,,Doctor en Estudios de Población,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Empresarios,Researchers,Students
"Literatura religiosa, poder y mentalidad novohispana en algunas obras de Antonio Núñez de Miranda",2006_mendez_ma.pdf,2006_mendez_ma.pdf,"Méndez, María Águeda",1272,2006,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Núñez de Miranda, Antonio",Researchers,Students
"La modernidad a juicio: los pueblos de Huixquilucan en la transición jurídica (Estado de México, 1856-1911)",2006_marino_cd.pdf,2006_marino_cd.pdf,"Marino, Daniela",1276,2006,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Comunidades indígenas,Researchers,Students
"Se asoma el sol: el proceso de formación del PRD en Michoacán, 1986-2001",2006_chavez_h.pdf,2006_chavez_h.pdf,"Chávez Gutiérrez, Héctor",1282,2006,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Partido de la Revolución Democrática (México),Researchers,Students
Migración latinoamericana a Japón: política y etnicidad en los procesos de integración social,2006_calvillo_m.pdf,2006_calvillo_m.pdf,"Calvillo Velasco, Mercedes",1283,2006,,Doctor en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Japón,Inmigrantes,Researchers,Students
Género y escolaridad en los hogares mexicanos,2006_pederzini_c.pdf,2006_pederzini_c.pdf,"Pederzini, Carla",1285,2006,,Doctor en Estudios de Población,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Educación,Researchers,Students
"El mundo del trabajo y el poder político: integración, consenso y resistencia en la ciudad de México a fines del siglo XIX",2006_gutierrez_mf.pdf,2006_gutierrez_mf.pdf,"Gutiérrez, Florencia",1291,2006,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Conflictos laborales,Researchers,Students
Trayectorias de vida y estrategias de sobrevivencia: las viudas de la violencia política en Colombia,2006_salazar_lm.pdf,2006_salazar_lm.pdf,"Salazar Cruz, Luz María",1295,2006,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Mujeres y guerra,Researchers,Students
"Nosotros queremos a la ecología: organizaciones ecológicas y movimientos ambientales, sus recursos y sus formas ; el caso del club de golf en Tepoztlán, Morelos y el Cytrar en Hermosillo, Sonora",2006_velazquez_ma.pdf,2006_velazquez_ma.pdf,"Velázquez García, Mario Alberto",1298,2006,,Doctor en Ciencias Sociales,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Protección del medio ambiente,Researchers,Students
"Mercado de trabajo y participación económica familiar en Monterrey, 1990-2003",2006_martinez_m.pdf,2006_martinez_m.pdf,"Martínez de la Peña, Mónica",1299,2006,,Doctor en Estudios de Población,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Familia,Researchers,Students
"Formación del teatro: fiesta y espectáculo en la ciudad de México, 1521-1563",2007_ramirez_hh.pdf,2007_ramirez_hh.pdf,"Ramírez Sierra, Hugo Hernán",1313,2007,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Espectáculos populares,Researchers,Students
"Empresas, familia y decisiones: cómo nació y creció Compañía Minera Autlán",2007_garcia_mj.pdf,2007_garcia_mj.pdf,"García Gómez, María José",1315,2007,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Compañía Minera Autlán,Researchers,Students
"La construcción de la autoridad virreinal en Nueva España, 1535-1595",2007_semboloni_l.pdf,2007_semboloni_l.pdf,"Semboloni, Lara",1318,2007,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Poder (Ciencias sociales),Researchers,Students
Procedimientos narrativos en la Historia verdadera de la conquista de la Nueva España,2007_garcia_je.pdf,2007_garcia_je.pdf,"García Castillo, Jesús Eduardo",1322,2007,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Diaz del Castillo, Bernal",Researchers,Students
"Una patria allá lejos, en el pasado: memoria e imaginación en las Historias e invenciones de Félix Muriel de Rafael Dieste",2007_nunez_ca.pdf,2007_nunez_ca.pdf,"Núñez, César Andrés",1327,2007,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Dieste, Rafael",Researchers,Students
"Los tipógrafos y los inicios de la imprenta en Bolivia, en la primera mitad del siglo XIX",2007_aillon_e.pdf,2007_aillon_e.pdf,"Aillón Soria, Esther",1329,2007,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Imprenta,Researchers,Students
"Dinámicas del sistema de partidos políticos y del cambio institucional en el régimen electoral de Costa Rica, 1952-2002",2007_hernandez_g.pdf,2007_hernandez_g.pdf,"Hernández Naranjo, Gerardo",1330,2007,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Derecho electoral,Researchers,Students
"La introducción del aristotelismo en China a través del De anima, siglos XVI-XVII",2007_duceux_i.pdf,2007_duceux_i.pdf,"Duceux, Isabelle",1331,2007,,Doctor en Estudios de Asia y África.,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,China,Aristóteles,Researchers,Students
"Giacomo Rho, S. J. (1592-1638) y su trabajo como matemático y astrónomo en Pekín",2007_cervera_ja.pdf,2007_cervera_ja.pdf,"Cervera Jiménez, José Antonio",1332,2007,,Doctor en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,China,"Rho, Giacomo",Researchers,Students
La ficción posmoderna como espacio fronterizo: teoría y análisis de la narrativa en literatura y en cine hispanoamericanos,2007_zavala_l.pdf,2007_zavala_l.pdf,"Zavala, Lauro",1337,2007,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,Cine [en preceso de revisión],Researchers,Students
"Discursos, prácticas y estrategias populares-urbanas ante el control de la estampa sexualmente explícita en Japón",2007_garcia_aa.pdf,2007_garcia_aa.pdf,"García Rodríguez, Amaury Alejandro",1342,2007,,Doctor en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Japón,Erotismo,Researchers,Students
"Los indios chinos en la Nueva España: la inmigración de la nao de China, 1565-1700",2007_oropeza_d.pdf,2007_oropeza_d.pdf,"Oropeza Keresey, Déborah",1345,2007,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Chinos en México,Researchers,Students
"Alimentación e identidades en el Nuevo Reino de Granada, siglos XVI y XVII",2007_saldarriaga_ga.pdf,2007_saldarriaga_ga.pdf,"Saldarriaga Escobar, Gregorio Andrés",1349,2007,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Abastecimiento de alimentos,Researchers,Students
"Caricatura y poder político: crítica, censura y represión en la ciudad de México, 1876-1888",2007_gantus_fe.pdf,2007_gantus_fe.pdf,"Gantús, Fausta",1350,2007,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Caricatura política,Researchers,Students
"La piel de tigre y la serpiente: identidad, yoga y leyenda del Nath Panth",2007_munoz_a.pdf,2007_munoz_a.pdf,"Muñoz, Adrián",1353,2007,,Doctor en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Sur de Asia,Yoga,Researchers,Students
Sistemas de creencias y desigualdad social: un estudio socio-histórico sobre la desigualdad social en las regiones indígenas de México : el caso de los otomíes del estado de Querétaro,2007_gutierrez_d.pdf,2007_gutierrez_d.pdf,"Gutiérrez Martínez, Daniel",1356,2007,,Doctor en Ciencia Social,Centro de Estudios Sociológicos,,El Colegio de México A.C.,5,,Sociología,Indios de Querétaro,Researchers,Students
"La fiscalidad novohispana: ingreso y transferencia en el sistema de administración de las alcabalas, Puebla 1638-1742",2007_celaya_y.pdf,2007_celaya_y.pdf,"Celaya Nández, Yovana",1372,2007,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Alcabalas,Researchers,Students
"Exiliados incómodos: México y los refugiados judíos del nazismo, 1933-1945",2007_gleizer_d.pdf,2007_gleizer_d.pdf,"Gleizer Salzman, Daniela",1376,2007,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Judios en México,Researchers,Students
Patrones de iniciación sexual y trayectorias de emparejamiento entre varones en la ciudad de México: una mirada biográfica-interaccional en el estudio de la sexualidad,2007_gallego_g.pdf,2007_gallego_g.pdf,"Gallego Montes, Gabriel",1377,2007,,Doctor en Estudios de Población,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Homosexualidad masculina,Researchers,Students
"La verdad poética en la primera poesía de José Angel Valente: A modo de esperanza (1955), Poemas a Lázaro (1960), La memoria y los signos (1966)",2007_aguilar-alvarez_t.pdf,2007_aguilar-alvarez_t.pdf,"Aguilar-Álvarez Bay, Tatiana",1381,2007,,Doctor en Literatura Hispánica,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Valente, José Angel",Researchers,Students
"Cuerpo, sociedad colonial e individuo moderno en Chile: Sor Josefa de los Dolores Peña y Lillo, 1739-1822",2007_araya_an.pdf,2007_araya_an.pdf,"Araya Espinoza, Alejandra Natalia",1383,2007,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,Josefa de los Dolores Peña y Lillo,Researchers,Students
"La locura durante la Revolución Mexicana: los primeros años del Manicomio General La Castañeda, 1910-1920",2007_rios_ca.pdf,2007_rios_ca.pdf,"Ríos Molina, Andrés",1388,2007,,Doctor en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,"Manicomio General La Castañeda (Ciudad de México, México)",Researchers,Students
La comisión de la verdad y la reconciliación (TRC) y su vínculo con la transición democrática sudafricana,2010_ventura_mdelr.pdf,,"Ventura Navarrete, María del Rayo",1403,2010,,Doctor en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,África,Sudáfrica,Researchers,Students
